child_id,episode_number,start_date,end_date,placed_with_relative_this_rem_ep,county_of_initial_removal,n_contacts_in_rem_ep,n_visits_in_rem_ep
10000168923,1,2011-12-21,,,Jackson,,
10000169024,1,2007-07-11,2008-01-31,f,Lake,0,5
10000169098,1,2008-01-09,2009-08-26,f,Delaware,0,0
10000169105,1,2009-10-20,2009-10-22,f,Floyd,0,0
10000169105,2,2011-08-07,2011-08-09,t,Floyd,0,0
10000169199,1,2003-12-09,2008-03-19,f,Daviess,0,7
10000169224,1,2012-02-29,,,Delaware,,
10000169232,1,2004-10-20,2008-08-22,f,Orange,0,6
10000169257,1,2007-01-27,2009-01-06,t,Monroe,0,33
10000169399,1,2010-05-20,2010-05-23,t,Floyd,0,0
10000169399,2,2012-01-24,2012-01-26,t,Floyd,0,0
10000169400,1,2011-05-26,2012-03-19,t,Gibson,0,15
10000169424,1,2007-12-05,2008-02-12,t,Allen,0,9
10000169432,1,2010-10-13,2011-12-23,t,Allen,0,0
10000169474,1,2008-07-28,2008-12-24,f,Franklin,0,7
10000169477,1,2003-12-09,2008-05-05,f,Daviess,0,21
10000169566,1,2004-10-20,2009-08-13,f,Orange,0,68
10000169580,1,2004-04-22,,,St. Joseph,,
10000169644,1,2008-07-17,2009-01-15,f,Orange,0,5
10000169692,1,2011-04-21,,,Central Office,,
10000169698,1,2012-07-21,,,Huntington,,
10000169731,1,2003-12-09,2008-08-26,f,Daviess,0,12
10000169745,1,2011-08-29,,,Johnson,,
10000169785,1,2008-07-28,2008-12-24,f,Franklin,0,9
10000169924,1,2011-01-19,,,Lake,,
10000169981,1,2002-03-12,2008-12-02,f,Marion,0,2
10000170042,1,2011-05-26,2011-07-06,t,,0,0
10000170055,1,2011-05-23,,,Putnam,,
10000170059,1,2009-07-20,2011-11-29,f,Madison,0,28
10000170099,1,2008-10-29,2010-04-26,f,Lake,0,2
10000170110,1,2009-11-24,2010-11-09,t,Decatur,0,6
10000170168,1,2006-11-08,2010-10-01,t,Lake,0,0
10000170250,1,2005-11-02,2011-12-15,t,Allen,0,0
10000170278,1,2008-05-21,2008-05-23,f,Howard,0,2
10000170351,1,2006-11-06,2009-03-09,f,Perry,0,47
10000170352,1,2008-07-06,2010-02-17,f,Lake,0,7
10000170406,1,2008-09-03,2009-09-01,t,Decatur,0,20
10000170406,2,2012-07-02,,,Decatur,,
10000170454,1,2011-09-13,,,Marion,,
10000170585,1,2008-04-23,2008-10-20,t,Jennings,0,2
10000170585,2,2010-02-10,,,Jennings,,
10000170651,1,2011-12-16,2012-06-18,t,Henry,0,0
10000170663,1,2006-11-02,2010-02-03,f,Clark,0,98
10000170693,1,2007-05-15,,,DeKalb,,
10000170919,1,2011-08-29,,,Porter,,
10000170932,1,2007-09-10,2012-02-23,f,Bartholomew,0,96
10000170938,1,2010-09-13,,,Scott,,
10000171004,1,2005-04-15,2008-02-21,f,Gibson,0,49
10000171020,1,2008-07-02,2009-01-01,t,Crawford,0,1
10000171110,1,2008-05-21,2008-05-23,f,Howard,0,2
10000171129,1,2007-12-18,2009-11-20,f,DeKalb,0,12
10000171134,1,2009-08-19,,,Shelby,,
10000171195,1,2008-10-14,2010-03-18,f,Putnam,0,7
10000171195,2,2011-04-19,,,Montgomery,,
10000171243,1,2011-04-28,2012-02-17,t,Gibson,0,4
10000171277,1,2010-09-13,,,Scott,,
10000171354,1,2007-09-10,2009-12-27,f,Bartholomew,0,71
10000171372,1,2007-12-18,2009-11-20,f,DeKalb,0,31
10000171428,1,2009-06-18,2010-08-18,f,Henry,0,6
10000171452,1,2010-01-04,2010-03-28,t,Howard,0,5
10000171452,2,2012-07-21,,,Huntington,,
10000171482,1,2009-08-19,2011-11-02,f,Bartholomew,0,27
10000171483,1,2011-04-25,,,Adams,,
10000171514,1,2009-02-13,2009-11-24,f,Delaware,0,0
10000171528,1,2004-07-15,2008-12-07,f,Lake,0,7
10000171540,1,2011-04-05,2012-05-25,t,Huntington,0,19
10000171541,1,2007-09-10,2011-05-27,f,Bartholomew,0,112
10000171560,1,2006-04-04,2010-08-26,f,Porter,0,0
10000171602,1,2007-10-29,2008-08-14,f,Scott,0,3
10000171656,1,2008-10-29,2010-04-26,f,Lake,0,26
10000171742,1,2012-05-11,,,Jefferson,,
10000171769,1,2005-12-02,,,Fayette,,
10000171771,1,2011-05-21,2011-05-31,t,Bartholomew,0,0
10000171941,1,2011-03-28,2011-09-19,t,,0,5
10000171954,1,2007-02-28,2008-07-31,f,Scott,0,10
10000171954,2,2010-11-30,2012-01-12,t,Scott,0,4
10000171975,1,2011-04-25,,,Adams,,
10000172003,1,2008-05-20,2009-06-03,t,Clark,0,18
10000172013,1,2007-08-07,2008-07-21,f,St. Joseph,0,1
10000172042,1,2011-05-23,,,Hamilton,,
10000172056,1,2009-12-01,2010-12-09,t,Clark,0,1
10000172077,1,2010-09-14,2010-12-07,t,Jackson,0,0
10000172077,2,2012-01-04,,,Jennings,,
10000172144,1,2005-04-15,2008-02-21,f,Gibson,0,13
10000172157,1,2008-09-23,2008-09-25,f,DeKalb,0,2
10000172169,1,2010-02-03,2010-02-05,f,Wells,0,2
10000172169,2,2010-08-10,2011-12-21,t,Adams,0,11
10000172221,1,2007-08-22,2009-05-26,f,Wabash,0,0
10000172262,1,2009-01-15,,,Marion,,
10000172332,1,2010-09-14,2010-12-07,t,Jackson,0,2
10000172332,2,2012-01-04,,,Jennings,,
10000172352,1,2011-04-25,,,Adams,,
10000172403,1,2010-03-08,2010-07-21,t,Lake,0,0
10000172464,1,2008-09-23,2008-09-25,f,DeKalb,0,4
10000172476,1,2007-02-28,,,Scott,,
10000172526,1,2004-07-16,2009-06-17,f,Gibson,0,89
10000172531,1,2009-10-20,2009-11-01,t,Floyd,0,0
10000172531,2,2010-08-27,2010-08-30,f,Floyd,0,0
10000172531,3,2010-12-13,2012-06-06,t,Floyd,0,0
10000172605,1,2009-01-15,2011-11-03,t,Marion,0,22
10000172637,1,2001-06-12,2011-08-23,f,Lake,0,24
10000172926,1,2008-10-29,2010-04-26,f,Lake,0,25
10000172931,1,2009-12-25,2011-01-25,t,Marion,0,5
10000172931,2,2011-06-03,,,Marion,,
10000172970,1,2008-03-03,2008-10-01,f,Wabash,0,1
10000172992,1,2008-06-28,2008-11-07,f,Delaware,0,6
10000173092,1,2009-10-09,,,Clark,,
10000173149,1,2007-02-16,2008-02-26,f,Randolph,0,2
10000173198,1,2003-10-27,2008-01-25,t,Vigo,0,0
10000173200,1,2008-03-08,2009-01-12,t,Henry,0,5
10000173360,1,2007-02-19,2009-07-08,t,Lake,0,22
10000173376,1,2004-06-28,,,Hamilton,,
10000173403,2,2010-04-13,2011-08-05,f,Pulaski,0,5
10000173425,1,2011-01-13,,,Delaware,,
10000173443,1,2003-08-27,2009-01-30,f,Vigo,0,5
10000173588,1,2008-10-29,2010-04-26,f,Lake,0,23
10000173628,1,2006-04-06,2009-01-21,f,Knox,0,9
10000173647,1,2010-01-21,2010-03-03,t,Monroe,0,0
10000173702,1,2011-03-22,2011-08-31,t,Marion,0,0
10000173741,1,2011-10-14,2012-04-17,t,Clark,0,0
10000173889,1,2007-02-22,2011-05-04,f,Lake,0,15
10000174006,1,2004-11-17,2009-06-03,f,Grant,0,25
10000174079,1,2009-09-15,2009-09-25,f,Tippecanoe,0,0
10000174203,1,2011-05-19,2011-05-21,f,Marion,0,0
10000174250,1,2006-02-09,2009-12-10,f,Bartholomew,0,15
10000174415,1,2007-03-09,2008-06-17,t,Dearborn,0,4
10000174469,1,2011-09-08,2011-09-12,t,Jay,0,0
10000174534,1,2010-07-26,2011-12-28,t,Carroll,0,4
10000174648,1,2010-04-14,2011-09-08,f,Wabash,0,2
10000174759,1,2008-01-16,2008-06-13,f,Warrick,0,25
10000174764,1,2009-09-03,2010-06-15,f,LaPorte,0,0
10000174832,1,2011-06-11,2012-01-05,f,Marion,0,8
10000174924,1,2007-03-09,2008-06-17,t,Dearborn,0,12
10000174971,1,2009-02-17,2010-05-26,f,Wabash,0,0
10000175053,1,2010-07-26,2011-12-28,t,Carroll,0,31
10000175105,1,2006-02-09,2008-12-19,f,Bartholomew,0,17
10000175112,1,2009-10-11,2010-10-31,t,Howard,0,0
10000175124,1,2011-12-16,,,Vigo,,
10000175139,1,2009-07-22,2009-08-06,f,St. Joseph,0,1
10000175302,1,2010-09-07,,,,,
10000175321,1,2010-03-02,,,Decatur,,
10000175344,1,2011-08-16,2012-01-24,t,Steuben,10,8
10000175382,1,2008-01-16,2008-06-13,f,Warrick,0,34
10000175437,1,2006-02-09,2009-12-10,f,Bartholomew,0,55
10000175485,1,2008-04-01,2010-12-21,f,Delaware,0,2
10000175488,1,2010-09-07,,,,,
10000175591,1,2004-12-27,2008-02-12,f,Marshall,0,32
10000175665,1,2011-02-18,,,Rush,,
10000175726,1,2011-08-16,2012-01-24,t,Steuben,7,8
10000175742,1,2007-03-28,2009-08-07,f,Lake,0,15
10000175778,1,2007-05-30,2009-04-01,f,Grant,0,5
10000175788,1,2012-03-08,,,Marion,,
10000175845,1,2010-01-22,2010-12-29,t,Wayne,0,16
10000175903,1,2010-05-07,2010-05-10,t,Harrison,0,0
10000175903,2,2010-11-18,2010-11-22,f,Harrison,0,0
10000175939,1,2010-03-09,2011-03-08,t,Jackson,0,0
10000175971,1,2008-01-16,2008-06-13,f,Warrick,0,33
10000176032,1,2006-03-09,,,Jefferson,,
10000176043,1,2011-07-26,,,Marion,,
10000176062,1,2004-03-26,2008-05-30,t,Madison,0,1
10000176093,1,2011-08-16,2012-01-24,t,Steuben,8,5
10000176113,1,2008-02-21,2010-01-12,t,Perry,0,34
10000176207,1,2008-01-16,2008-06-17,f,Knox,0,21
10000176243,1,2003-12-05,2010-03-05,t,Lake,0,32
10000176263,1,2011-12-06,,,LaGrange,,
10000176367,1,2009-10-23,2010-02-24,t,Gibson,0,6
10000176376,1,2011-07-06,2012-06-04,t,Marshall,0,16
10000176441,1,2003-12-05,2011-08-10,t,Lake,0,57
10000176481,1,2006-05-31,2009-05-01,t,Gibson,0,14
10000176553,1,2006-06-16,2008-08-22,f,LaPorte,0,0
10000176587,1,2006-07-07,2008-07-30,t,Jefferson,0,2
10000176592,1,2011-06-30,,,Lake,,
10000176758,1,2007-11-09,2008-11-21,f,Grant,0,14
10000176812,1,2010-09-02,,,Floyd,,
10000176877,1,2007-10-09,2009-08-05,f,Monroe,0,16
10000176877,2,2010-11-30,2011-07-14,t,Scott,0,0
10000176947,1,2011-11-01,,,Henry,,
10000177018,1,2004-11-11,2008-06-23,t,Crawford,0,34
10000177033,1,2009-07-21,2012-01-09,t,Clay,0,51
10000177099,1,2007-04-01,2010-04-22,t,Allen,0,3
10000177118,1,2008-01-24,2010-12-14,t,Harrison,0,5
10000177269,1,2009-04-21,2011-04-20,t,Wabash,0,1
10000177274,1,2009-07-21,2012-01-09,t,Clay,0,80
10000177378,1,2010-03-18,2010-04-07,t,Miami,0,2
10000177399,1,2009-07-21,2012-01-09,t,Clay,0,81
10000177507,1,2009-05-03,2010-03-17,t,Marion,0,10
10000177623,1,2011-07-06,2012-06-04,t,,0,16
10000177745,1,2009-12-11,,,Marshall,,
10000177752,1,2007-09-10,,,Bartholomew,,
10000177931,1,2011-04-20,,,Knox,,
10000177966,1,2004-11-11,2008-06-23,t,Crawford,0,32
10000178022,1,2012-04-13,,,Lake,,
10000178029,1,2010-09-16,,,Huntington,,
10000178072,1,2007-07-05,2009-10-15,f,Randolph,0,0
10000178128,1,2008-09-19,2010-05-03,t,Daviess,0,1
10000178132,1,2009-12-11,,,Marshall,,
10000178187,1,2007-09-10,,,Bartholomew,,
10000178219,1,2008-02-15,2008-02-21,f,Marshall,0,4
10000178228,1,2011-04-20,,,Knox,,
10000178259,1,2007-07-05,2009-10-15,f,Randolph,0,30
10000178315,1,2007-12-11,2010-04-30,t,Allen,0,2
10000178315,2,2010-10-22,2011-05-11,f,Wabash,0,4
10000178351,1,2008-05-24,2010-12-21,f,Jay,0,28
10000178494,1,2007-05-18,2009-05-20,f,Vanderburgh,0,0
10000178566,1,2005-03-06,2008-05-21,f,Vigo,0,3
10000178632,1,2009-05-17,2009-11-01,f,Floyd,0,0
10000178826,1,2009-01-24,2009-12-24,t,Floyd,0,0
10000178826,2,2011-10-10,2011-10-12,t,Floyd,0,0
10000178851,1,2008-02-20,2010-08-03,f,Lake,0,4
10000178896,1,2011-04-20,2011-12-23,t,,0,0
10000178987,1,2010-08-16,2011-07-15,t,Knox,0,13
10000178996,1,2008-10-02,2008-10-08,f,DeKalb,0,1
10000178998,1,2008-12-09,2008-12-15,f,Cass,0,0
10000178998,2,2009-05-01,2009-11-25,f,Miami,0,5
10000179101,1,2011-01-29,2011-01-31,f,Marion,0,0
10000179132,1,2008-06-17,2010-03-04,t,Marion,0,1
10000179210,1,2008-07-03,2010-11-19,f,Delaware,0,0
10000179390,1,2008-06-17,2010-03-04,t,Marion,0,23
10000179404,1,2009-03-16,2011-01-27,f,Jackson,0,23
10000179460,1,2007-10-11,2010-03-09,t,Lake,0,36
10000179545,1,2008-10-15,2011-09-13,f,Delaware,0,0
10000179630,1,2011-07-18,2012-05-25,f,Orange,0,3
10000179706,1,2011-05-26,,,Delaware,,
10000179766,1,2006-02-06,2010-07-16,f,Madison,0,2
10000179770,1,2009-05-01,2010-02-22,t,Jackson,0,0
10000179811,1,2008-09-29,2012-07-16,f,St. Joseph,0,9
10000179811,2,2012-07-16,,,Marion,,
10000179823,1,2001-10-26,2011-03-14,t,Delaware,0,40
10000179977,1,2004-12-17,2008-09-17,t,Daviess,0,9
10000180315,1,2008-03-14,2008-09-19,f,Wabash,0,7
10000180406,1,2008-02-05,,,Clark,,
10000180495,1,2007-10-11,2010-03-09,t,Lake,0,38
10000180553,1,2006-05-15,2011-03-28,f,DeKalb,0,15
10000180553,2,2011-11-17,,,Allen,,
10000180734,1,2008-03-14,2008-09-19,f,Wabash,0,10
10000180779,1,2008-01-02,2008-04-02,f,Delaware,0,1
10000180779,2,2008-06-30,2008-08-12,f,Delaware,0,0
10000180779,4,2009-01-23,2009-10-08,f,Delaware,0,0
10000180801,1,2007-11-19,2009-04-01,t,Knox,0,20
10000180815,1,2007-09-10,2008-02-12,t,Kosciusko,0,1
10000180823,1,2008-02-15,2008-02-21,f,Marshall,0,4
10000180834,1,2003-10-30,2010-03-11,f,Wabash,0,6
10000180835,1,2011-05-19,2011-08-22,t,Tippecanoe,0,4
10000180970,1,2012-07-20,,,Gibson,,
10000181031,1,2006-05-15,2009-02-16,f,DeKalb,0,23
10000181031,2,2011-01-25,2011-04-15,f,Noble,0,4
10000181158,1,2006-02-28,2008-12-08,f,Cass,0,1
10000181241,1,2011-03-21,2012-02-20,t,Porter,0,0
10000181281,1,2007-09-10,2008-02-12,t,Kosciusko,0,10
10000181323,1,2008-05-08,2009-06-01,t,Clark,0,5
10000181323,2,2011-02-21,,,Clark,,
10000181382,1,2012-08-09,,,Jennings,,
10000181416,1,2010-01-29,2010-02-01,t,Jefferson,0,0
10000181461,1,2008-01-10,2010-01-27,f,Wabash,0,0
10000181483,1,2006-10-19,2011-04-01,f,Jasper,0,5
10000181489,1,2007-09-24,2010-02-12,f,Marion,0,0
10000181527,1,2010-05-05,2010-12-21,t,Harrison,0,1
10000181713,2,2011-03-25,,,Henry,,
10000181751,1,2011-11-12,2011-11-15,f,Allen,0,0
10000181798,1,2009-07-02,2010-11-09,t,Decatur,0,5
10000181841,1,2007-07-24,2008-07-18,f,Gibson,0,4
10000181855,1,2008-05-02,2008-06-13,t,Fayette,0,1
10000181863,1,2011-10-12,,,Monroe,,
10000181925,1,2007-01-24,2009-02-17,f,Knox,0,9
10000181950,1,2009-07-07,2010-01-19,t,Madison,0,6
10000181960,1,2007-08-24,2010-06-29,f,Wabash,0,0
10000181995,2,2012-03-25,,,Jackson,,
10000182058,1,2004-07-22,2010-12-16,f,Elkhart,0,1
10000182068,1,2008-04-01,2009-03-09,f,Jefferson,0,0
10000182127,1,2012-02-13,,,Allen,,
10000182177,1,2003-10-29,2009-06-01,f,Wabash,0,0
10000182180,1,2010-06-27,2011-09-02,t,Clinton,0,7
10000182207,1,2009-07-07,2010-01-19,t,Madison,0,6
10000182209,1,2008-08-18,2009-02-16,f,Wabash,0,0
10000182242,1,2008-05-12,2010-08-09,t,Out of State,0,0
10000182335,1,2009-07-07,2010-01-19,t,Madison,0,7
10000182342,1,2010-05-20,2011-01-25,t,Putnam,0,13
10000182406,1,2009-10-30,2010-06-04,f,Greene,0,1
10000182515,1,2012-05-07,,,Marion,,
10000182524,1,2005-08-12,2008-05-14,f,Gibson,0,35
10000182524,2,2008-09-30,2009-05-15,f,Gibson,0,1
10000182567,1,2010-05-02,2011-11-23,t,Henry,0,1
10000182586,1,2012-03-15,,,Jefferson,,
10000182685,1,2008-04-08,2008-12-20,f,Wabash,0,10
10000182805,1,2009-02-23,2011-06-22,t,Marion,0,3
10000182834,1,2005-06-16,2008-01-13,f,Jackson,0,3
10000182834,2,2008-03-24,2008-12-29,f,Bartholomew,0,0
10000182911,1,2012-02-15,,,Randolph,,
10000182913,1,2005-08-12,2008-06-09,f,Gibson,0,88
10000182917,1,2009-04-24,2009-04-28,t,Kosciusko,0,0
10000183033,1,2009-05-18,2010-03-11,f,Gibson,0,0
10000183042,1,2010-02-17,2012-01-20,f,DeKalb,0,5
10000183043,1,2005-11-17,2009-12-04,f,Hamilton,0,7
10000183181,1,2009-04-24,2009-04-28,t,Kosciusko,0,4
10000183262,1,2010-04-18,2010-09-28,t,Vigo,0,0
10000183433,1,2012-04-17,,,Decatur,,
10000183458,1,2009-05-18,2010-03-11,f,Gibson,0,14
10000183556,1,2009-10-06,2010-01-11,t,Tippecanoe,0,0
10000183593,1,2008-01-03,2009-05-27,t,Warrick,0,4
10000183599,1,2008-09-09,2009-07-06,f,Tippecanoe,0,0
10000183658,1,2011-05-20,,,Jennings,,
10000183672,1,2008-03-09,2009-11-12,f,Howard,0,3
10000183721,1,2011-06-14,2011-11-21,t,,0,4
10000183766,1,2008-09-05,2008-12-10,t,Tippecanoe,0,1
10000183825,1,2011-07-30,,,Delaware,,
10000183945,1,2008-09-05,2008-12-10,t,Tippecanoe,0,4
10000183986,1,2010-03-29,,,Delaware,,
10000184153,1,2008-10-30,2008-12-17,f,Allen,0,0
10000184231,1,2006-12-18,2011-08-30,t,Noble,0,2
10000184388,1,2011-05-22,,,Marion,,
10000184393,1,2003-07-07,2011-11-04,t,Fayette,0,12
10000184450,1,2008-10-30,2008-12-17,f,Allen,0,4
10000184517,1,2008-05-26,2008-05-28,f,Vanderburgh,0,1
10000184558,1,2008-06-03,2009-07-28,f,Fayette,0,0
10000184613,1,2011-05-23,2011-09-28,t,Marion,0,0
10000184687,1,2008-02-01,2008-12-18,f,Warrick,0,3
10000184689,1,2009-03-16,2009-12-02,t,Grant,0,0
10000184689,2,2009-12-02,,,Grant,,
10000184715,1,2011-03-31,2012-02-02,f,Marion,0,0
10000184721,1,2008-10-30,2008-12-17,f,Allen,0,4
10000184747,1,2010-05-20,2011-10-12,t,Clark,0,0
10000184783,1,2008-03-28,2009-09-25,t,Vigo,0,2
10000184994,1,2007-04-18,2008-10-10,t,Fayette,0,1
10000184994,2,2009-12-18,2010-08-10,f,Wayne,0,8
10000185088,1,2008-06-03,2009-07-28,f,Fayette,0,30
10000185109,1,2008-02-22,,,Marshall,,
10000185172,1,2011-05-25,2011-10-27,t,Warrick,0,2
10000185315,1,2008-11-26,2010-01-25,t,Knox,0,8
10000185320,1,2009-07-07,2011-08-01,f,Lake,0,0
10000185321,1,2008-05-30,2009-01-16,t,LaPorte,0,4
10000185376,1,2011-01-04,2011-01-06,t,Floyd,0,0
10000185376,2,2011-01-10,,,Floyd,,
10000185385,1,2005-04-15,2008-02-21,f,Gibson,0,45
10000185385,2,2009-08-11,2009-09-11,f,Gibson,0,3
10000185391,1,2012-08-14,,,Orange,,
10000185421,1,2005-05-24,2010-08-13,f,Clark,0,0
10000185433,1,2011-05-12,2011-10-05,f,Central Office,0,0
10000185501,1,2009-12-02,2010-08-26,f,Dubois,0,10
10000185533,1,2007-10-01,2011-02-08,t,Allen,0,8
10000185653,1,2012-08-14,,,Orange,,
10000185659,1,2006-11-01,2010-06-18,f,Henry,0,6
10000185693,1,2003-07-19,2010-01-05,t,St. Joseph,0,0
10000185694,1,2009-12-02,2010-08-26,f,Dubois,0,17
10000185733,1,2008-01-10,2008-05-29,f,Allen,0,0
10000185753,1,2010-06-09,2011-06-06,t,Kosciusko,0,0
10000185833,1,2010-12-29,2011-07-12,t,Decatur,0,1
10000185916,1,2009-05-30,2009-07-07,f,Knox,0,0
10000185971,1,2009-12-02,2010-08-26,f,Dubois,0,18
10000186084,1,2009-08-12,2010-09-20,f,Howard,0,4
10000186114,1,2008-12-10,2009-08-12,t,Montgomery,0,13
10000186118,1,2010-03-19,2010-08-05,t,DeKalb,0,2
10000186158,1,2011-09-26,,,St. Joseph,,
10000186161,1,2008-07-02,2008-07-17,t,Crawford,0,0
10000186202,1,2011-12-13,,,Marion,,
10000186273,1,2011-04-25,2012-08-08,t,Clark,0,1
10000186285,1,2010-03-19,2010-08-05,t,DeKalb,0,11
10000186354,1,2004-08-20,2011-12-13,f,Dubois,0,63
10000186368,1,2007-10-21,2009-07-16,f,Madison,0,0
10000186457,1,2010-06-09,2011-06-14,f,Madison,0,11
10000186459,1,2008-07-02,2008-07-17,t,Crawford,0,1
10000186464,1,2003-06-06,2008-07-31,f,Porter,0,0
10000186481,1,2010-06-27,2011-09-02,t,Clinton,0,20
10000186525,1,2011-09-28,,,Delaware,,
10000186532,1,2009-08-17,2009-11-19,f,Jefferson,0,1
10000186532,2,2011-03-02,2011-08-31,t,Jefferson,0,0
10000186547,1,2008-01-07,2008-03-18,t,Wayne,0,4
10000186547,2,2012-01-18,2012-04-20,t,Wayne,0,15
10000186653,1,2004-08-20,2011-04-11,f,Dubois,0,78
10000186709,1,2009-04-17,2010-02-17,f,Marion,0,1
10000186754,1,2003-06-06,2010-08-24,f,Porter,0,7
10000186755,1,2011-09-30,,,Clark,,
10000186804,1,2005-11-22,2008-05-28,t,Clay,0,19
10000186873,1,2003-08-08,2009-01-05,t,Porter,0,3
10000187014,1,2003-06-06,2008-10-30,t,Porter,0,16
10000187117,1,2004-12-01,2008-12-15,t,Montgomery,0,47
10000187136,1,2011-05-18,,,Vanderburgh,,
10000187162,1,2010-01-23,2010-01-28,f,Clark,0,0
10000187169,1,2003-11-16,2011-08-05,f,Henry,0,9
10000187190,1,2004-11-08,2008-07-09,f,St. Joseph,0,0
10000187235,1,2005-05-19,2009-10-27,f,Vanderburgh,0,4
10000187259,1,2009-11-06,2010-04-19,t,Knox,0,2
10000187259,2,2011-03-17,,,Knox,,
10000187394,1,2009-01-16,2010-10-15,t,Jefferson,0,32
10000187413,1,2006-04-01,2009-03-02,f,Bartholomew,0,1
10000187571,1,2005-08-16,2008-09-22,f,Out of State,0,8
10000187571,2,2008-09-22,2009-05-26,f,Clark,0,1
10000187574,1,2011-05-23,,,Lake,,
10000187575,1,2008-04-18,2008-08-13,t,Warrick,0,2
10000187649,1,2009-07-15,2010-02-05,t,Miami,0,3
10000187649,2,2010-11-03,2011-12-07,f,Wabash,0,4
10000187691,1,2007-03-23,2009-04-08,f,Marion,0,0
10000187699,1,2006-05-04,2008-09-18,f,Porter,0,8
10000187745,1,2008-08-15,,,St. Joseph,,
10000187762,1,2009-07-15,2010-03-05,t,Miami,0,5
10000187762,2,2010-11-03,2012-01-17,f,Marion,0,4
10000187786,1,2012-06-26,,,LaGrange,,
10000187933,1,2007-11-07,2008-08-06,f,Henry,0,10
10000188107,1,2006-05-04,2008-09-18,f,Porter,0,28
10000188110,1,2011-08-05,,,Allen,,
10000188233,1,2009-03-16,2011-01-27,f,Jackson,0,11
10000188252,1,2000-10-06,2008-10-31,f,St. Joseph,0,3
10000188284,1,2009-12-11,2010-01-20,f,Lake,0,3
10000188345,1,2008-06-26,,,Allen,,
10000188351,1,2012-04-19,2012-05-11,t,,0,0
10000188387,1,2012-01-10,2012-05-02,t,DeKalb,0,4
10000188454,1,2007-12-27,2009-02-04,t,Marion,0,1
10000188468,1,2010-07-16,2010-12-01,t,Marion,0,2
10000188470,1,2006-04-04,2009-08-31,f,Porter,0,5
10000188519,1,2012-01-10,2012-05-02,t,DeKalb,0,9
10000188600,1,2007-08-28,2009-07-15,f,Jackson,0,4
10000188600,2,2010-02-22,2012-03-21,f,Jackson,0,1
10000188612,1,2011-07-06,,,Delaware,,
10000188630,1,2010-05-26,2011-10-20,f,Clark,0,4
10000188652,1,2012-02-03,,,Fountain,,
10000188926,1,2008-02-18,2008-04-03,f,Ripley,0,2
10000188926,2,2008-04-03,2008-04-08,f,Ripley,0,1
10000189014,1,2009-06-16,2011-12-08,t,Elkhart,0,7
10000189045,1,2009-07-07,2009-12-17,t,Carroll,0,3
10000189086,1,2008-03-25,2008-10-03,t,Gibson,0,12
10000189086,2,2012-02-01,,,,,
10000189094,1,2012-05-25,,,Scott,,
10000189165,1,2008-02-18,2008-04-08,f,Ripley,0,3
10000189303,1,2011-10-17,2011-10-31,t,DeKalb,0,3
10000189331,1,2008-03-25,2008-10-03,t,Gibson,0,12
10000189331,2,2012-02-01,,,,,
10000189444,1,2007-03-13,2008-05-28,f,St. Joseph,0,3
10000189567,1,2002-11-09,2009-07-30,f,St. Joseph,0,0
10000189579,1,2005-01-25,2008-08-28,t,Marion,0,9
10000189604,1,2007-09-25,2008-08-12,t,Marion,0,11
10000189684,1,2006-04-10,,,Lake,,
10000189727,1,2007-03-13,2008-05-28,f,St. Joseph,0,17
10000189769,1,2005-12-20,2010-08-25,f,St. Joseph,0,0
10000189844,1,2008-09-11,2009-08-07,t,Decatur,0,10
10000189934,1,2008-01-17,2008-01-28,t,Huntington,0,2
10000189939,1,2012-04-13,,,Miami,,
10000189945,1,2008-09-11,2009-08-07,t,Decatur,0,16
10000190038,1,2009-09-21,2011-06-14,f,Dearborn,0,10
10000190117,1,2007-09-25,2008-08-12,t,Marion,0,12
10000190167,1,2006-04-03,2008-10-08,f,Vigo,0,3
10000190173,1,2009-12-21,2010-12-10,f,Jackson,0,2
10000190173,2,2012-06-12,,,Jackson,,
10000190183,1,2010-10-13,,,Jackson,,
10000190335,1,2007-01-08,2008-09-24,t,Adams,0,1
10000190348,1,2007-12-07,2008-01-29,t,Clark,0,1
10000190358,1,2011-01-03,2012-04-11,f,Vanderburgh,0,9
10000190415,1,2007-09-25,2008-08-12,t,Marion,0,13
10000190443,1,2009-05-12,2011-01-05,t,Madison,0,34
10000190474,1,2010-03-23,2010-07-14,t,Howard,0,0
10000190484,1,2010-07-22,2011-12-29,t,Putnam,0,2
10000190576,1,2010-03-04,2011-12-27,t,Clark,0,1
10000190694,1,2009-03-23,,,Clark,,
10000190726,1,2008-09-23,2009-09-30,t,Grant,0,0
10000190726,2,2010-03-23,2010-07-14,t,Howard,0,0
10000190726,3,2010-12-31,2012-02-20,f,Howard,0,0
10000190830,1,2005-01-25,2009-04-23,t,Marion,0,16
10000190904,1,2008-10-19,2009-01-01,f,Delaware,0,0
10000190928,1,2011-08-19,2011-08-31,t,Spencer,0,2
10000190946,1,2008-10-14,2009-07-06,f,Madison,0,3
10000190961,1,2009-04-27,2010-07-02,t,Delaware,0,0
10000191008,1,2008-09-01,2010-11-29,f,Dearborn,0,0
10000191034,1,2012-05-03,2012-05-07,t,Knox,0,3
10000191142,1,2007-10-11,2008-07-13,f,Marion,0,0
10000191160,1,2010-02-23,2010-02-26,t,Marion,0,0
10000191267,1,2007-09-18,2008-08-27,t,Greene,0,2
10000191267,2,2009-03-30,2010-06-03,f,Greene,0,3
