child_id,episode_number,start_date,end_date,placed_with_relative_this_rem_ep,county_of_initial_removal,n_contacts_in_rem_ep,n_visits_in_rem_ep
10000908514,1,2009-05-27,2009-08-28,t,Marion,0,0
10000908551,1,2010-10-08,,,Tippecanoe,,
10000908574,1,2010-11-20,2011-04-13,t,Jackson,0,9
10000908615,1,2009-05-08,2009-06-09,f,Allen,0,4
10000908635,1,2009-06-01,2010-12-31,t,Knox,0,0
10000908639,1,2007-02-20,2009-01-30,t,Marion,0,4
10000908652,1,2009-02-26,2010-01-06,f,Marion,0,0
10000908652,2,2010-11-04,,,Marion,,
10000908673,1,2012-05-22,,,LaPorte,,
10000908675,1,2009-06-17,2011-04-07,f,Elkhart,0,33
10000908728,1,2009-06-12,2010-01-13,f,Marion,0,3
10000908728,2,2010-06-11,2012-02-13,f,Hancock,0,4
10000908732,1,2009-05-11,2011-12-19,t,Allen,0,3
10000908740,1,2009-06-12,2010-01-13,f,Marion,0,10
10000908751,1,2009-06-12,2010-02-01,f,Marion,0,4
10000908759,1,2005-05-25,2008-01-28,t,Allen,0,1
10000908770,1,2009-05-11,2011-12-19,t,Allen,0,40
10000908787,1,2005-02-19,2009-09-04,f,Madison,0,0
10000908798,1,2010-09-17,2010-11-03,f,LaPorte,0,1
10000908801,1,2009-06-09,2010-11-22,t,Johnson,0,5
10000908802,1,2009-10-13,2010-07-20,t,Wayne,0,1
10000908806,1,2010-09-07,2010-12-07,t,Jennings,0,2
10000908815,1,2011-12-01,2012-01-12,t,Marion,0,2
10000908833,1,2010-09-17,2010-11-30,f,LaPorte,0,2
10000908842,1,2011-03-08,2012-05-23,t,Spencer,0,19
10000908858,1,2010-03-24,,,Fountain,,
10000908887,1,2012-05-04,,,Lake,,
10000908892,1,2010-02-11,2012-08-01,f,Grant,0,45
10000908902,1,2009-05-29,2010-12-29,t,LaPorte,0,20
10000908906,1,2012-06-06,,,Vermillion,,
10000908907,1,2010-03-12,2011-05-26,f,Elkhart,0,6
10000908915,1,2012-05-04,,,Lake,,
10000908938,1,2009-06-27,2009-10-25,f,Madison,0,6
10000909014,1,2009-09-09,2010-07-19,t,Marion,0,4
10000909020,1,2009-06-09,2009-08-05,t,Johnson,0,2
10000909051,1,2011-03-08,2012-05-23,t,Spencer,0,22
10000909117,1,2009-06-27,2009-10-25,f,Madison,0,7
10000909162,1,2009-06-05,2009-07-06,f,Allen,0,1
10000909162,2,2009-10-08,,,Allen,,
10000909191,1,2008-03-28,2010-05-23,f,Marion,0,0
10000909195,1,2009-06-01,2009-06-22,t,Delaware,0,0
10000909208,1,2009-05-21,2009-07-14,f,Hamilton,0,0
10000909266,1,2009-06-18,2009-06-22,f,Johnson,0,1
10000909295,1,2009-08-14,2011-10-14,f,St. Joseph,0,1
10000909315,1,2005-07-05,2009-11-05,t,Marion,0,1
10000909326,1,2005-06-30,2009-11-05,t,Marion,0,44
10000909367,1,2012-05-29,,,Jasper,,
10000909392,1,2009-10-19,2011-08-10,t,St. Joseph,0,28
10000909403,1,2009-05-29,2011-01-31,t,Delaware,0,0
10000909446,1,2009-06-04,2010-01-20,f,LaPorte,0,0
10000909482,1,2009-04-06,,,Dearborn,,
10000909575,1,2009-05-04,2011-06-07,f,St. Joseph,0,0
10000909628,1,2009-07-16,2010-05-13,t,St. Joseph,0,1
10000909660,1,2005-08-01,2008-04-17,t,Marion,0,4
10000909668,1,2012-04-22,,,Howard,,
10000909693,1,2012-04-22,,,Howard,,
10000909713,1,2011-11-25,2011-12-21,f,Daviess,0,1
10000909751,1,2007-11-15,2008-06-03,f,Steuben,0,14
10000909766,1,2007-11-15,2008-06-03,f,Steuben,0,15
10000909789,1,2009-04-10,2009-09-21,f,Marion,0,0
10000909794,1,2007-11-15,2008-06-03,f,Steuben,0,14
10000909870,1,2005-07-09,2008-06-11,f,Washington,0,54
10000909873,1,2005-10-26,2008-08-11,f,DeKalb,0,1
10000909884,1,2009-07-27,2011-07-08,f,Grant,0,9
10000909897,1,2009-05-22,2011-11-03,f,Marion,0,5
10000909941,1,2009-05-22,2011-05-04,f,Marion,0,33
10000909948,1,2005-07-05,2008-01-25,f,St. Joseph,0,3
10000909974,1,2009-06-17,2012-04-03,t,Monroe,0,5
10000909997,1,2009-06-17,2012-04-03,t,Monroe,0,42
10000910062,1,2009-05-26,2009-06-09,f,Allen,0,0
10000910073,1,2009-07-18,2010-12-07,t,Marion,0,0
10000910089,1,2011-11-28,,,Dearborn,,
10000910090,1,2005-07-05,2008-01-25,f,St. Joseph,0,25
10000910110,1,2012-05-29,,,St. Joseph,,
10000910128,1,2009-07-16,2011-03-10,t,Jasper,0,7
10000910192,1,2009-09-10,2010-12-23,f,Blackford,0,18
10000910192,2,2011-07-05,,,Delaware,,
10000910235,1,2005-06-23,2008-06-13,f,Noble,0,4
10000910259,1,2009-07-07,2010-11-19,t,Tippecanoe,0,11
10000910263,1,2011-04-08,2012-01-23,t,,0,8
10000910272,1,2009-06-08,2010-06-21,f,Marion,0,8
10000910273,1,2009-05-06,,,Allen,,
10000910286,1,2009-09-10,2010-12-23,f,Blackford,0,21
10000910286,2,2011-07-05,,,Delaware,,
10000910304,1,2011-12-14,,,Marion,,
10000910305,1,2009-07-08,2011-09-30,t,LaPorte,0,5
10000910306,1,2005-07-12,2008-09-29,t,Lake,0,37
10000910309,1,2009-06-05,2009-07-17,t,Tippecanoe,0,2
10000910391,1,2009-06-11,2010-09-14,t,,0,1
10000910397,1,2010-11-17,2011-12-31,t,Bartholomew,0,0
10000910427,1,2009-08-26,2009-09-17,f,LaPorte,0,0
10000910463,1,2009-05-26,2009-07-10,t,Howard,0,4
10000910470,1,2009-05-09,2011-01-27,f,Lake,0,0
10000910478,1,2009-05-22,2009-09-17,t,Hendricks,0,1
10000910484,1,2010-02-04,2010-11-17,t,Delaware,0,23
10000910485,1,2009-05-29,2011-10-04,f,Johnson,0,3
10000910503,1,2009-08-01,2009-10-09,f,Vigo,0,12
10000910521,1,2009-05-29,,,Johnson,,
10000910522,1,2008-05-16,2009-10-28,f,Adams,0,0
10000910539,1,2008-07-09,,,Marion,,
10000910619,1,2009-06-26,2009-10-16,t,Marion,0,1
10000910656,1,2010-01-19,2011-09-19,t,Jay,0,28
10000910658,1,2009-05-07,2011-09-22,f,Marion,0,23
10000910664,1,2009-07-02,2010-10-12,f,Spencer,0,31
10000910665,1,2009-05-22,2009-09-17,t,Hendricks,0,6
10000910693,1,2005-12-06,2011-03-03,f,Marion,0,39
10000910712,1,2009-06-15,2010-02-10,f,Montgomery,0,19
10000910773,1,2011-11-30,,,LaPorte,,
10000910826,1,2011-12-14,2012-07-10,t,Marion,0,1
10000910845,1,2008-12-27,2012-03-07,t,Marion,0,52
10000910851,1,2012-02-15,,,Marion,,
10000910876,1,2009-05-22,2009-06-25,t,Marion,0,0
10000910892,1,2010-09-01,2011-09-16,t,Kosciusko,0,5
10000910893,1,2009-05-29,2010-12-29,t,LaPorte,0,20
10000910917,1,2009-05-22,2010-01-21,t,Marion,0,6
10000910923,1,2009-06-25,2009-07-29,f,Elkhart,0,2
10000910935,1,2008-12-27,2012-03-07,t,Marion,0,55
10000910950,1,2008-12-27,2012-03-07,t,Marion,0,53
10000911032,1,2009-06-25,2009-07-29,f,Elkhart,0,2
10000911036,1,2011-11-25,,,Tippecanoe,,
10000911049,1,2012-04-19,,,Porter,,
10000911061,1,2009-07-01,2009-10-15,t,Marion,0,8
10000911065,1,2009-05-29,2009-07-09,t,LaPorte,0,2
10000911069,1,2012-03-18,,,Montgomery,,
10000911106,1,2011-12-13,2012-05-31,t,,0,11
10000911108,1,2009-03-02,2010-12-08,f,Howard,0,0
10000911110,1,2009-06-15,2010-01-13,f,LaPorte,0,11
10000911113,1,2005-06-27,2008-04-03,t,Marion,0,1
10000911128,1,2009-05-29,2009-07-09,t,LaPorte,0,2
10000911166,1,2012-04-03,,,Lake,,
10000911218,1,2009-06-24,2012-03-07,f,Lake,0,2
10000911228,1,2009-11-10,2011-09-12,t,Out of State,0,20
10000911253,1,2011-12-21,2012-08-09,f,Vigo,0,0
10000911259,1,2009-05-29,2009-07-09,t,LaPorte,0,3
10000911276,1,2009-11-04,2010-04-27,t,Bartholomew,0,0
10000911276,2,2010-12-15,2012-03-11,t,Marion,0,0
10000911284,1,2005-07-12,2008-09-24,t,Lake,0,27
10000911333,1,2009-06-24,2012-03-07,t,Lake,0,42
10000911359,1,2009-09-06,2009-09-09,t,Marion,0,3
10000911388,1,2009-07-02,2010-01-15,t,Hamilton,0,5
10000911402,1,2010-03-05,2010-10-06,t,Orange,0,7
10000911436,1,2010-03-05,2010-08-09,t,Orange,0,5
10000911479,1,2009-07-04,2010-09-14,t,Boone,0,4
10000911491,1,2009-06-01,2010-12-20,f,Allen,0,2
10000911518,1,2009-05-23,2009-09-30,t,Marion,0,0
10000911523,1,2006-08-26,2009-07-06,f,Bartholomew,0,12
10000911558,1,2011-11-29,,,,,
10000911565,1,2007-09-20,2008-02-28,t,Madison,0,0
10000911574,1,2011-11-29,,,,,
10000911614,1,2009-06-05,2011-06-07,t,Vanderburgh,0,8
10000911618,1,2012-01-12,,,Vanderburgh,,
10000911651,1,2009-06-23,2011-12-14,t,Hamilton,0,8
10000911664,1,2009-06-02,2012-08-02,f,Dearborn,0,4
10000911747,1,2009-06-25,2010-07-29,f,Lake,0,18
10000911757,1,2009-05-23,2011-09-22,t,Knox,0,0
10000911776,1,2009-05-27,2010-09-28,f,Warren,0,30
10000911785,1,2009-06-23,2011-12-14,f,Marion,0,43
10000911786,1,2005-09-02,2010-11-16,t,Lawrence,0,67
10000911813,1,2009-06-10,2011-03-29,f,Marion,0,1
10000911813,2,2011-03-29,2011-08-03,f,,0,5
10000911824,1,2009-06-10,2011-03-29,f,Marion,0,21
10000911824,2,2011-04-05,2011-08-03,f,Marion,0,4
10000911830,1,2009-06-23,2010-09-11,t,Elkhart,0,5
10000911843,1,2009-06-05,2010-09-17,f,Delaware,0,7
10000911850,1,2012-08-07,,,Johnson,,
10000911865,1,2009-09-17,2009-09-24,t,Scott,0,3
10000911877,1,2005-08-14,2008-02-04,t,Marion,0,0
10000911888,1,2009-06-04,2010-11-16,f,Vigo,0,34
10000911893,1,2012-01-24,2012-02-21,f,,0,2
10000911942,1,2008-04-28,2010-09-02,t,Morgan,0,9
10000912002,1,2011-11-25,2011-11-30,f,LaPorte,0,2
10000912033,1,2008-10-31,2010-02-22,f,Marion,0,0
10000912059,1,2011-01-07,2011-01-10,f,Tippecanoe,0,0
10000912097,1,2010-06-18,2011-04-21,f,Marion,0,0
10000912099,1,2009-06-23,2009-07-08,t,Marion,0,0
10000912099,2,2011-06-17,2011-08-04,f,Marion,0,0
10000912101,1,2010-01-26,2011-04-14,f,Marion,0,0
10000912132,1,2005-07-20,2010-06-04,f,Lake,0,3
10000912153,1,2008-08-18,2008-09-30,f,Marion,0,1
10000912154,1,2006-02-18,2008-05-30,f,St. Joseph,0,0
10000912157,1,2012-04-16,,,LaGrange,,
10000912169,1,2011-01-07,2011-01-10,f,Tippecanoe,0,1
10000912177,1,2008-08-18,2008-09-30,f,Marion,0,0
10000912178,1,2005-06-06,2008-01-29,f,,0,27
10000912179,1,2012-04-16,,,LaGrange,,
10000912184,1,2005-06-17,2008-10-06,t,Elkhart,0,0
10000912189,1,2011-01-07,2011-01-10,f,Tippecanoe,0,1
10000912362,1,2010-09-17,2011-09-16,t,DeKalb,0,0
10000912364,1,2012-03-20,2012-07-13,f,Marion,0,2
10000912369,1,2011-12-13,2012-08-17,f,Marion,0,1
10000912369,2,2012-08-17,,,Marion,,
10000912377,1,2009-09-06,2009-09-09,t,Marion,0,3
10000912396,1,2011-12-13,2012-08-17,f,Marion,0,12
10000912396,2,2012-08-17,,,Marion,,
10000912405,1,2009-06-25,2009-10-30,t,Allen,0,7
10000912405,2,2009-11-05,2009-11-17,t,Allen,0,1
10000912412,1,2009-06-25,2010-06-17,t,Elkhart,0,1
10000912481,1,2011-12-13,2012-08-17,t,Marion,0,6
10000912481,2,2012-08-17,,,Marion,,
10000912498,1,2009-06-25,2009-10-30,t,Allen,0,11
10000912498,2,2009-11-05,2009-11-17,t,Allen,0,1
10000912508,1,2009-11-25,2010-07-19,t,Dubois,0,14
10000912513,1,2009-09-06,2009-09-09,t,Marion,0,3
10000912549,1,2009-06-25,2010-06-17,t,Elkhart,0,13
10000912550,1,2009-09-06,2009-09-09,t,Marion,0,3
10000912564,1,2009-05-30,2009-11-16,f,Hamilton,0,4
10000912641,1,2009-06-03,2009-10-08,t,Gibson,0,7
10000912641,2,2010-03-09,2010-07-22,t,Gibson,0,0
10000912652,1,2009-06-26,2010-04-06,t,Greene,0,2
10000912659,1,2009-06-03,2009-10-08,t,Gibson,0,7
10000912659,2,2010-03-09,2010-07-22,t,Gibson,0,7
10000912665,1,2009-06-25,2010-06-17,t,Elkhart,0,13
10000912693,1,2009-06-26,2010-04-06,t,Greene,0,11
10000912699,1,2009-05-30,2009-11-16,f,Hamilton,0,12
10000912703,1,2006-06-23,2009-12-04,t,Allen,0,10
10000912715,1,2006-06-23,2009-12-04,t,Allen,0,43
10000912718,1,2009-05-30,2009-11-13,f,Hamilton,0,11
10000912739,1,2008-06-27,2009-11-24,f,Marion,0,0
10000912741,1,2011-04-04,2011-12-15,t,Sullivan,0,1
10000912746,1,2012-04-26,,,Dearborn,,
10000912780,1,2011-04-04,2011-12-15,t,Sullivan,0,4
10000912789,1,2011-12-15,,,,,
10000912791,1,2009-06-04,2009-10-06,t,Franklin,0,7
10000912801,1,2009-06-26,2010-04-06,t,Greene,0,10
10000912815,1,2006-06-23,2009-12-04,t,Allen,0,44
10000912840,1,2009-01-25,2009-09-14,f,Allen,0,0
10000912874,1,2012-08-13,,,Clark,,
10000912878,1,2010-04-29,2010-05-19,f,Lake,0,2
10000912890,1,2011-04-14,2012-01-10,f,Vanderburgh,0,6
10000912925,1,2010-04-13,2012-02-15,t,Warrick,0,31
10000912931,1,2009-06-04,2009-10-06,t,Franklin,0,7
10000912943,1,2010-04-12,2011-12-20,t,Switzerland,0,23
10000912948,1,2011-12-02,2012-05-18,f,Allen,0,0
10000912952,1,2007-10-24,2010-02-10,t,Fulton,0,41
10000912957,1,2009-01-25,2012-08-23,t,Allen,0,18
10000912958,1,2009-06-25,2011-10-27,f,Boone,0,12
10000912968,1,2009-05-23,2011-03-14,t,Delaware,0,0
10000912982,1,2009-01-25,2012-08-23,t,Allen,0,35
10000912990,1,2010-04-12,2011-12-20,t,Switzerland,0,47
10000912994,1,2010-06-15,2011-05-13,f,Jennings,0,10
10000912994,2,2011-05-13,,,Jefferson,,
10000913002,1,2011-04-14,2012-01-10,f,Vanderburgh,0,16
10000913007,1,2005-09-15,2008-02-08,t,Dearborn,0,18
10000913064,1,2010-04-16,2010-08-10,t,Gibson,0,2
10000913075,1,2011-10-22,,,Marion,,
10000913087,1,2010-06-15,2011-05-13,f,Jennings,0,14
10000913095,1,2005-06-21,2012-08-27,t,Elkhart,0,4
10000913120,1,2005-07-25,2009-03-12,f,Marion,0,29
10000913161,1,2009-07-19,2010-01-14,f,Marion,0,4
10000913198,1,2011-10-27,,,Lake,,
10000913215,1,2011-03-11,2011-11-22,f,Jasper,0,2
10000913218,1,2005-07-25,2009-03-12,f,Marion,0,38
10000913226,1,2005-10-26,2008-10-22,f,Steuben,0,13
10000913278,1,2011-03-26,2012-02-09,f,Allen,0,0
10000913279,1,2012-03-01,,,Marion,,
10000913297,1,2011-12-05,2012-01-10,f,Marion,0,0
10000913322,1,2009-06-25,2010-11-05,t,Marion,0,10
10000913363,1,2005-07-11,2008-10-23,t,Marion,0,1
10000913379,1,2006-09-13,2008-04-02,f,Knox,0,0
10000913387,1,2009-06-09,,,Lake,,
10000913483,1,2009-06-08,2011-06-14,f,Fayette,0,4
10000913507,1,2009-09-17,2010-07-15,t,Elkhart,0,3
10000913534,1,2012-03-01,,,Marion,,
10000913630,1,2011-03-17,,,Marion,,
10000913650,1,2009-09-23,2009-09-25,f,Vigo,0,4
10000913661,1,2009-06-04,2009-06-12,t,Allen,0,1
10000913666,1,2011-03-11,2011-11-22,f,Jasper,0,11
10000913708,1,2012-03-01,2012-08-20,f,Marion,0,4
10000913782,1,2012-01-18,,,St. Joseph,,
10000913801,1,2009-02-26,2009-06-03,f,Miami,0,2
10000913801,2,2009-06-03,2009-06-19,t,Miami,0,0
10000913808,1,2009-06-26,2011-01-25,f,Lake,0,17
10000913808,2,2011-08-16,2011-10-31,f,Tippecanoe,0,3
10000913814,1,2009-06-29,2010-07-08,t,White,0,7
10000913829,1,2005-11-18,2008-02-29,f,St. Joseph,0,0
10000913835,1,2009-06-29,2010-07-08,t,White,0,19
10000913837,1,2009-06-27,2010-01-25,f,Marion,0,7
10000913846,1,2009-07-01,2010-10-26,t,Marion,0,0
10000913908,1,2010-01-14,2010-12-14,f,Marion,0,8
10000913924,1,2009-05-25,2010-01-29,f,Wabash,0,4
10000913926,1,2010-03-11,,,Wabash,,
10000913982,1,2005-06-05,2011-08-11,f,Marion,0,6
10000913984,1,2010-01-14,2010-12-14,f,Marion,0,15
10000914009,1,2005-06-05,2008-07-10,f,Marion,0,15
10000914013,1,2009-06-16,2010-12-03,f,Lake,0,12
10000914052,1,2005-08-18,2008-01-24,f,Johnson,0,0
10000914135,1,2006-12-12,2010-06-03,t,Marion,0,28
10000914155,1,2009-06-07,2010-01-06,t,Huntington,0,7
10000914206,1,2009-06-07,2010-01-06,t,Huntington,0,13
10000914213,1,2009-08-17,2010-09-13,t,Greene,0,0
10000914262,1,2005-06-09,2008-01-15,t,Marion,0,0
10000914508,1,2011-03-01,2011-05-16,f,Allen,0,5
10000914655,2,2009-09-28,2010-11-05,t,Henry,0,0
10000914661,1,2009-06-19,2009-11-23,t,Harrison,0,0
10000914675,1,2010-01-19,,,Marion,,
10000914676,1,2011-11-30,,,Marion,,
10000914682,1,2009-08-17,2010-08-23,t,Greene,0,7
10000914703,1,2009-06-02,2010-08-12,t,Harrison,0,3
10000914709,1,2010-01-19,,,Marion,,
10000914712,1,2008-08-28,2009-06-01,f,Allen,0,0
10000914713,1,2012-01-31,,,Grant,,
10000914714,1,2011-11-30,,,Marion,,
10000914741,1,2009-11-05,2011-09-27,t,Vanderburgh,0,6
10000914875,1,2008-08-26,2008-10-22,f,Jefferson,0,0
10000914926,1,2005-07-19,2008-02-05,f,Starke,0,3
10000914929,1,2009-06-04,2010-11-10,t,Wabash,0,0
10000914930,1,2012-02-15,,,Allen,,
10000914973,1,2010-03-12,2011-02-23,t,Delaware,0,5
10000914975,1,2011-12-30,,,St. Joseph,,
10000914981,1,2010-02-02,2011-11-16,f,Allen,0,11
10000914986,1,2005-06-27,2008-02-14,f,Dearborn,0,5
10000914997,1,2009-08-17,2010-05-24,f,Greene,0,10
10000915001,1,2010-02-16,2011-01-13,f,Allen,0,11
10000915022,1,2009-04-16,2009-04-20,f,Allen,0,3
10000915039,1,2011-11-06,,,Clark,,
10000915090,1,2007-11-16,2008-04-09,t,Vanderburgh,0,2
10000915096,1,2010-06-19,2010-06-21,f,Marion,0,0
10000915096,2,2010-11-05,2011-09-19,f,Marion,0,0
10000915135,1,2011-12-30,,,St. Joseph,,
10000915139,1,2009-03-06,2009-09-13,t,Vanderburgh,0,0
10000915152,1,2009-07-22,2011-06-20,f,Warrick,0,0
10000915158,1,2009-06-29,2010-05-14,t,Knox,0,0
10000915181,1,2007-11-16,2008-04-09,t,Vanderburgh,0,5
10000915187,1,2011-12-30,,,St. Joseph,,
10000915195,1,2009-06-12,2010-05-25,f,Allen,0,5
10000915195,2,2012-05-01,2012-06-06,f,Allen,0,1
10000915198,1,2009-07-07,2011-07-12,t,Marion,0,3
10000915214,1,2009-07-07,2011-07-12,t,Marion,0,26
10000915228,1,2009-08-13,2010-03-25,f,Marshall,0,5
10000915230,1,2012-01-19,2012-06-29,f,Lake,0,0
10000915241,1,2009-08-13,2010-03-25,f,Marshall,0,9
10000915246,1,2010-11-15,2011-11-12,t,Henry,0,0
10000915265,1,2009-05-31,2009-06-12,t,Johnson,0,2
10000915274,1,2009-06-26,2011-05-26,f,Wabash,0,2
10000915303,1,2009-09-04,2011-12-28,t,Howard,0,44
10000915345,1,2009-05-20,2009-09-25,f,Allen,0,0
10000915359,1,2009-06-28,2011-05-19,t,Marion,0,22
10000915361,1,2011-11-29,,,Knox,,
10000915389,1,2009-08-13,2010-03-25,f,Marshall,0,7
10000915394,1,2009-01-14,2010-08-31,t,Johnson,0,0
10000915432,1,2009-08-03,2011-10-26,t,Johnson,0,9
10000915442,1,2009-10-29,2009-12-14,t,Howard,0,5
10000915455,1,2009-06-26,2011-05-26,f,Wabash,0,44
10000915472,1,2007-03-06,2009-07-07,t,Johnson,0,38
10000915553,1,2011-12-16,2012-05-07,t,Marion,0,2
10000915561,1,2006-11-29,2008-09-23,f,Kosciusko,0,8
10000915568,1,2011-12-02,,,Marion,,
10000915574,1,2010-06-23,2012-01-31,f,Fountain,0,14
10000915603,1,2009-12-14,2011-03-12,t,Monroe,0,5
10000915603,2,2011-03-12,,,Out of State,,
10000915605,1,2009-07-01,2009-11-20,f,Jefferson,0,15
10000915612,1,2007-03-01,2009-02-10,t,Madison,0,5
10000915617,1,2009-12-14,2011-03-12,t,Monroe,0,12
10000915617,2,2011-03-12,,,Out of State,,
10000915633,1,2009-08-01,2009-10-09,f,Hamilton,0,13
10000915663,1,2010-04-07,2010-07-21,f,Clark,0,3
10000915663,2,2011-10-26,,,Out of State,,
10000915692,1,2007-03-22,2008-09-05,t,Delaware,0,3
10000915699,1,2009-08-04,2010-04-28,t,Henry,0,7
10000915699,2,2012-02-23,,,Henry,,
10000915730,1,2009-08-13,2010-05-20,f,Marshall,0,13
10000915792,1,2010-04-07,2010-07-21,f,Clark,0,5
10000915792,2,2011-10-26,,,Clark,,
10000915847,1,2009-08-04,2010-04-28,t,Henry,0,19
10000915847,2,2012-02-23,,,Henry,,
10000915862,1,2009-08-04,2010-04-28,t,Henry,0,11
10000915862,2,2012-02-23,,,Henry,,
10000915881,1,2009-06-17,2010-05-14,t,Marion,0,14
10000915970,1,2009-08-18,2009-09-25,f,Vanderburgh,0,0
10000915981,1,2009-08-18,2010-03-04,t,Vanderburgh,0,11
10000915999,1,2009-06-04,2012-03-15,f,Delaware,0,0
10000916005,1,2005-07-18,2009-02-11,f,Porter,0,2
10000916047,1,2005-07-18,2011-03-21,f,Porter,0,13
10000916114,1,2010-05-10,2010-10-27,t,Boone,0,1
10000916142,1,2009-10-19,2010-09-08,f,Central Office,0,0
10000916152,1,2008-05-14,2009-05-22,f,Daviess,0,26
10000916189,1,2009-06-11,2010-07-30,t,Bartholomew,0,14
10000916198,1,2009-05-14,2009-05-18,f,Allen,0,0
10000916218,1,2006-03-31,2008-11-17,f,Bartholomew,0,17
10000916236,1,2009-06-04,2009-11-23,f,Lake,0,7
10000916281,1,2009-06-12,2011-04-05,f,Vanderburgh,0,12
10000916291,1,2012-01-04,,,,,
10000916332,1,2011-01-19,2012-03-12,f,Vanderburgh,0,23
10000916344,1,2009-11-13,2010-01-27,t,Madison,0,5
10000916385,1,2009-08-04,2009-08-14,t,Noble,0,0
10000916407,1,2009-09-04,,,Harrison,,
10000916412,1,2009-11-30,2011-11-21,t,Scott,0,12
10000916416,1,2011-01-19,2012-03-12,f,Vanderburgh,0,23
10000916427,1,2008-05-05,2010-06-17,f,Allen,0,0
10000916459,1,2011-12-05,,,St. Joseph,,
10000916518,1,2012-04-18,,,Marion,,
10000916672,1,2009-01-12,2011-04-28,f,Allen,0,55
10000916730,1,2011-11-03,,,Clark,,
10000916845,1,2009-06-20,2010-01-22,f,Marion,0,5
10000916937,1,2009-08-04,2009-08-14,t,Noble,0,0
10000916966,1,2012-08-06,,,Marion,,
10000916969,1,2009-09-01,2010-11-23,f,Madison,0,0
10000917023,1,2009-07-10,2012-07-02,t,Knox,0,11
10000917032,1,2011-01-26,2011-09-28,f,Lake,0,4
10000917037,1,2009-10-15,2011-06-20,f,Lake,0,8
10000917048,1,2009-08-26,2012-01-26,f,Marion,0,0
10000917051,1,2009-08-04,2009-08-14,t,Noble,0,0
10000917069,1,2005-08-03,,,Marion,,
10000917077,1,2011-12-05,,,Delaware,,
10000917080,1,2005-08-03,2008-02-14,t,Marion,0,16
10000917080,2,2008-03-18,2008-04-11,f,Marion,0,1
10000917097,1,2005-08-03,2008-02-14,t,Marion,0,25
10000917097,2,2008-03-18,2008-04-11,f,Marion,0,1
10000917136,1,2010-07-23,,,Lake,,
10000917194,1,2012-08-24,,,Hendricks,,
10000917198,1,2005-10-28,2008-05-07,f,Lake,0,6
10000917198,2,2010-10-05,2011-09-09,f,Lake,0,14
10000917202,1,2009-07-27,2012-02-14,f,Marion,0,0
10000917232,1,2009-06-26,2010-06-25,f,Wabash,0,4
10000917248,1,2005-07-21,2008-02-29,f,Scott,0,28
10000917285,1,2006-01-25,2008-10-10,f,,0,0
10000917318,1,2005-11-16,2008-04-08,f,Pulaski,0,0
10000917332,1,2005-11-16,2008-04-08,f,Pulaski,0,24
10000917352,1,2009-06-29,2011-08-02,f,Marion,0,0
10000917382,1,2012-08-21,,,Lake,,
10000917386,1,2009-06-04,2009-11-23,f,Lake,0,8
10000917407,1,2008-10-06,2008-10-29,f,Marion,0,2
10000917432,1,2008-10-06,2008-10-29,f,Madison,0,2
10000917457,1,2009-06-18,2011-04-13,t,Marion,0,8
10000917479,1,2009-10-08,2012-05-01,f,Noble,0,7
10000917483,1,2009-07-02,2009-09-15,t,Allen,0,2
10000917504,1,2009-07-02,2009-09-15,t,Allen,0,1
10000917523,1,2009-06-08,2009-09-04,t,Wayne,0,6
10000917529,1,2010-02-16,2011-05-31,f,Marion,0,31
10000917530,1,2007-06-18,2009-04-09,t,Montgomery,0,16
10000917545,1,2009-06-08,2009-09-04,t,Wayne,0,12
10000917557,1,2005-07-22,2008-12-31,t,Allen,0,40
10000917560,1,2009-07-15,2010-05-10,t,Jefferson,0,0
10000917561,1,2009-08-14,2010-08-10,t,Marion,0,16
10000917561,2,2011-02-09,2011-08-03,t,Marion,0,12
10000917582,1,2009-06-09,2011-06-06,f,White,0,1
10000917618,1,2011-08-05,,,Jackson,,
10000917647,1,2009-05-07,2010-12-23,f,Marion,0,6
10000917655,1,2009-06-05,2009-11-05,f,Delaware,0,11
10000917678,1,2009-06-14,2010-01-15,f,Henry,0,1
10000917684,1,2009-06-05,2009-11-05,f,Delaware,0,14
10000917705,1,2011-04-05,,,Lake,,
10000917716,1,2011-04-05,,,Lake,,
10000917733,1,2011-12-15,2012-08-07,f,,0,6
10000917735,1,2010-06-19,,,Allen,,
10000917833,1,2009-07-14,2011-10-17,f,Allen,0,4
10000917833,2,2011-10-17,,,Allen,,
10000917843,1,2009-06-22,2010-05-25,t,Crawford,0,0
10000917845,1,2009-06-04,2011-07-06,t,Morgan,0,9
10000917867,1,2009-05-08,2010-01-05,f,Howard,0,18
10000917921,1,2009-05-29,2010-02-17,t,Wayne,0,16
10000917933,1,2009-07-14,2009-08-11,f,Allen,0,6
10000917941,1,2009-07-14,2009-08-11,f,Allen,0,7
10000917952,1,2009-07-14,2009-11-16,f,Allen,0,10
10000917952,2,2010-01-12,2010-12-17,f,Allen,0,1
10000917964,1,2009-07-14,2009-11-16,f,Allen,0,14
10000917964,2,2010-01-12,2010-12-17,f,Allen,0,16
10000917980,1,2009-09-01,2011-10-11,f,Tippecanoe,0,8
10000917995,1,2009-06-19,2011-12-15,f,Marion,0,3
10000918019,1,2006-04-13,2008-11-12,f,Lake,0,4
10000918033,1,2011-11-18,,,Lake,,
10000918040,1,2009-06-20,2011-12-01,t,Marion,0,47
10000918043,1,2012-02-20,,,Marion,,
